,index,Rk,Player,Age,Tm,Pos,GP,G▼,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%,Season,Keep
823,823,824,Austin Poganski,23,STL,RW,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,6,5:54,0,0,0,0,,2019-2020,True
824,824,825,Roman Polak,33,DAL,D,39,0,4,4,-6,24,0.9,0,0,0,0,4,0,0,32,0.0,653,16:45,91,102,0,0,,2019-2020,True
825,825,826,Derrick Pouliot,26,STL,D,2,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,1,0.0,17,8:20,1,2,0,0,,2019-2020,True
826,826,827,Dalton Prout,29,SJS,D,2,0,0,0,0,7,0.0,0,0,0,0,0,0,0,2,0.0,26,12:49,3,3,0,0,,2019-2020,True
827,827,828,John Quenneville,23,CHI,C,9,0,0,0,-1,0,-0.2,0,0,0,0,0,0,0,14,0.0,99,11:03,3,21,3,1,75.0,2019-2020,True
828,828,829,Gage Quinney,24,VEG,F,3,0,1,1,-1,0,0.0,0,0,0,0,1,0,0,2,0.0,29,9:43,0,2,8,9,47.1,2019-2020,True
829,829,830,Lukas Radil,29,SJS,C,14,0,0,0,-3,8,-0.3,0,0,0,0,0,0,0,12,0.0,132,9:24,2,16,1,3,25.0,2019-2020,True
830,830,831,Anthony Richard,23,NSH,C,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,2,0.0,4,4:10,0,0,0,0,,2019-2020,True
831,831,832,Jason Robertson,20,DAL,LW,3,0,1,1,0,0,0.0,0,0,0,0,0,1,0,4,0.0,37,12:19,0,1,0,0,,2019-2020,True
832,832,833,Calle Rosen,25,TOT,D,9,0,2,2,3,4,0.5,0,0,0,0,2,0,0,10,0.0,119,13:15,5,3,0,0,,2019-2020,True
833,833,834,German Rubtsov,21,PHI,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,27,6:48,4,4,6,8,42.9,2019-2020,True
834,834,835,Kris Russell,32,EDM,D,49,0,8,8,-2,14,1.6,0,0,0,0,7,0,1,39,0.0,833,17:01,93,65,0,0,,2019-2020,True
835,835,836,Patrick Russell,27,EDM,RW,44,0,5,5,-9,12,-0.6,0,0,0,0,5,0,0,56,0.0,500,11:22,24,63,2,2,50.0,2019-2020,True
836,836,837,Steven Santini,24,NSH,D,2,0,0,0,1,2,0.1,0,0,0,0,0,0,0,1,0.0,19,9:33,0,3,0,0,,2019-2020,True
837,837,838,Ashton Sautner,25,VAN,D,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,3,2:49,0,0,0,0,,2019-2020,True
838,838,839,David Savard,29,CBJ,D,64,0,9,9,-2,29,2.7,0,0,0,0,8,1,0,88,0.0,1313,20:31,149,123,0,0,,2019-2020,True
839,839,840,Nick Seeler,26,TOT,D,10,0,1,1,-7,15,-0.3,0,0,0,0,1,0,0,5,0.0,118,11:47,16,14,0,0,,2019-2020,True
840,840,841,Brett Seney,23,NJD,LW,2,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0.0,20,9:56,0,2,0,2,0.0,2019-2020,True
841,841,842,Zachary Senyshyn,22,BOS,RW,4,0,2,2,1,0,0.2,0,0,0,0,2,0,0,1,0.0,34,8:26,1,2,1,0,100.0,2019-2020,True
842,842,843,Michael Sgarbossa,27,WSH,C,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,16,8:07,0,3,3,3,50.0,2019-2020,True
843,843,844,Kiefer Sherwood,24,ANA,RW,3,0,1,1,0,0,0.0,0,0,0,0,1,0,0,6,0.0,40,13:25,0,7,1,0,100.0,2019-2020,True
844,844,845,Kole Sherwood,23,CBJ,RW,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,6,0.0,20,6:38,1,10,0,1,0.0,2019-2020,True
845,845,846,Dalton Smith,27,BUF,LW,1,0,0,0,1,2,0.0,0,0,0,0,0,0,0,0,,1,1:26,0,0,0,0,,2019-2020,True
846,846,847,Chris Stewart,32,PHI,RW,16,0,1,1,-7,21,-0.4,0,0,0,0,1,0,0,5,0.0,124,7:47,4,35,0,0,,2019-2020,True
847,847,848,Riley Stillman,21,FLA,D,30,0,5,5,-3,9,0.5,0,0,0,0,5,0,0,36,0.0,596,19:51,54,53,0,0,,2019-2020,True
848,848,849,Ben Street,32,NJD,C,3,0,1,1,1,0,0.1,0,0,0,0,1,0,0,4,0.0,24,8:08,0,3,5,6,45.5,2019-2020,True
849,849,850,Jack Studnicka,20,BOS,C,2,0,1,1,2,2,0.1,0,0,0,0,1,0,0,3,0.0,24,12:08,0,2,9,6,60.0,2019-2020,True
850,850,851,Nico Sturm,24,MIN,C,6,0,2,2,2,0,0.1,0,0,0,0,2,0,0,2,0.0,71,11:54,5,6,26,23,53.1,2019-2020,True
851,851,852,C.J. Suess,25,WPG,LW,1,0,0,0,-1,0,0.0,0,0,0,0,0,0,0,0,,6,6:26,0,1,1,3,25.0,2019-2020,True
852,852,853,Antti Suomela,25,SJS,C,15,0,5,5,2,2,0.4,0,0,0,0,5,0,0,12,0.0,146,9:43,5,19,34,32,51.5,2019-2020,True
853,853,854,Evgeny Svechnikov,23,DET,LW,4,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,7,0.0,33,8:20,1,5,0,0,,2019-2020,True
854,854,855,Jordan Szwarz,28,OTT,RW,3,0,0,0,0,2,0.0,0,0,0,0,0,0,0,2,0.0,15,4:55,1,6,4,5,44.4,2019-2020,True
855,855,856,Matt Tennyson,29,NJD,D,19,0,3,3,-1,6,0.5,0,0,0,0,3,0,0,12,0.0,232,12:13,17,27,0,0,,2019-2020,True
856,856,857,Tage Thompson,22,BUF,C,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,,7,6:59,0,2,0,0,,2019-2020,True
857,857,858,Calvin Thurkauf,22,CBJ,C,3,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0.0,25,8:15,0,5,2,0,100.0,2019-2020,True
858,858,859,Conor Timmins,21,COL,D,2,0,0,0,2,0,0.2,0,0,0,0,0,0,0,1,0.0,21,10:25,0,0,0,0,,2019-2020,True
859,859,860,Zach Trotman,29,PIT,D,8,0,0,0,-1,4,0.0,0,0,0,0,0,0,0,11,0.0,118,14:43,10,21,0,0,,2019-2020,True
860,860,861,Alexander True,22,SJS,F,11,0,4,4,1,2,0.3,0,0,0,0,4,0,0,12,0.0,112,10:09,2,21,32,35,47.8,2019-2020,True
861,861,862,T.J. Tynan,27,COL,C,16,0,1,1,-1,2,-0.2,0,0,0,0,1,0,0,7,0.0,136,8:28,3,7,3,15,16.7,2019-2020,True
862,862,863,Urho Vaakanainen,21,BOS,D,5,0,0,0,2,0,0.2,0,0,0,0,0,0,0,2,0.0,84,16:51,3,8,0,0,,2019-2020,True
863,863,864,Lukas Vejdemo,24,MTL,C,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,30,7:30,1,3,0,0,,2019-2020,True
864,864,865,Max Veronneau,24,OTT,RW,4,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,3,0.0,34,8:25,2,2,0,0,,2019-2020,True
865,865,866,Alexander Volkov,22,TBL,RW,9,0,1,1,-6,6,-0.3,0,0,0,0,1,0,0,7,0.0,92,10:16,2,10,1,3,25.0,2019-2020,True
866,866,867,Oliver Wahlstrom,19,NYI,RW,9,0,0,0,-2,4,-0.2,0,0,0,0,0,0,0,9,0.0,93,10:17,4,10,0,3,0.0,2019-2020,True
867,867,868,Jake Walman,23,STL,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0.0,11,11:04,1,0,0,0,,2019-2020,True
868,868,869,Anton Wedin,26,CHI,F,4,0,0,0,1,4,0.0,0,0,0,0,0,0,0,2,0.0,36,9:04,1,5,0,0,,2019-2020,True
869,869,870,Colton White,22,NJD,D,6,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,2,0.0,84,13:59,4,3,0,0,,2019-2020,True
870,870,871,Zach Whitecloud,23,VEG,D,11,0,1,1,4,4,0.5,0,0,0,0,1,0,0,7,0.0,156,14:09,10,7,0,0,,2019-2020,True
871,871,872,Colin Wilson,30,COL,C,9,0,4,4,6,0,0.4,0,0,0,0,4,0,0,12,0.0,114,12:38,2,8,3,4,42.9,2019-2020,True
872,872,873,Alexander Yelesin,23,CGY,D,4,0,0,0,0,0,0.1,0,0,0,0,0,0,0,2,0.0,50,12:30,0,13,0,0,,2019-2020,True
873,873,874,Danil Yurtaykin,22,SJS,F,4,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0.0,52,13:00,2,3,0,0,,2019-2020,True
